"","Mmus_C3H-HeJ_KDN_BSL_0days_Rep1_B2","Mmus_C3H-HeJ_KDN_BSL_0days_Rep2_B4","Mmus_C3H-HeJ_KDN_BSL_0days_Rep3_B6","Mmus_C3H-HeJ_KDN_BSL_0days_Rep4_B8","Mmus_C3H-HeJ_KDN_BSL_0days_Rep5_B12","Mmus_C3H-HeJ_KDN_BSL_0days_Rep6_B14","Mmus_C3H-HeJ_KDN_BSL_0days_Rep7_B16","Mmus_C3H-HeJ_KDN_BSL_0days_Rep8_B18","Mmus_C3H-HeJ_KDN_BSL_0days_Rep9_B20","Mmus_C3H-HeJ_KDN_FLT_25days_Rep1_F2","Mmus_C3H-HeJ_KDN_FLT_25days_Rep2_F6","Mmus_C3H-HeJ_KDN_FLT_25days_Rep3_F10","Mmus_C3H-HeJ_KDN_FLT_25days_Rep4_F14","Mmus_C3H-HeJ_KDN_FLT_25days_Rep5_F18","Mmus_C3H-HeJ_KDN_FLT_75days_Rep1_F4","Mmus_C3H-HeJ_KDN_FLT_75days_Rep2_F8","Mmus_C3H-HeJ_KDN_FLT_75days_Rep3_F12","Mmus_C3H-HeJ_KDN_FLT_75days_Rep4_F16","Mmus_C3H-HeJ_KDN_FLT_75days_Rep5_F20","Mmus_C3H-HeJ_KDN_GC_25days_Rep1_G2","Mmus_C3H-HeJ_KDN_GC_25days_Rep2_G6","Mmus_C3H-HeJ_KDN_GC_25days_Rep3_G10","Mmus_C3H-HeJ_KDN_GC_25days_Rep4_G14","Mmus_C3H-HeJ_KDN_GC_25days_Rep5_G18","Mmus_C3H-HeJ_KDN_GC_75days_Rep1_G4","Mmus_C3H-HeJ_KDN_GC_75days_Rep2_G8","Mmus_C3H-HeJ_KDN_GC_75days_Rep3_G12","Mmus_C3H-HeJ_KDN_GC_75days_Rep4_G16","Mmus_C3H-HeJ_KDN_GC_75days_Rep5_G20","Mmus_C3H-HeJ_KDN_VIV_25days_Rep1_V2","Mmus_C3H-HeJ_KDN_VIV_25days_Rep2_V6","Mmus_C3H-HeJ_KDN_VIV_25days_Rep3_V10","Mmus_C3H-HeJ_KDN_VIV_25days_Rep4_V14","Mmus_C3H-HeJ_KDN_VIV_25days_Rep5_V18","Mmus_C3H-HeJ_KDN_VIV_75days_Rep1_V4","Mmus_C3H-HeJ_KDN_VIV_75days_Rep2_V8","Mmus_C3H-HeJ_KDN_VIV_75days_Rep3_V12","Mmus_C3H-HeJ_KDN_VIV_75days_Rep4_V16","Mmus_C3H-HeJ_KDN_VIV_75days_Rep5_V20","Mmus_C57-6J_KDN_BSL_0days_Rep1_B1","Mmus_C57-6J_KDN_BSL_0days_Rep2_B3","Mmus_C57-6J_KDN_BSL_0days_Rep3_B7","Mmus_C57-6J_KDN_BSL_0days_Rep4_B9","Mmus_C57-6J_KDN_BSL_0days_Rep5_B11","Mmus_C57-6J_KDN_BSL_0days_Rep6_B13","Mmus_C57-6J_KDN_BSL_0days_Rep7_B15","Mmus_C57-6J_KDN_BSL_0days_Rep8_B17","Mmus_C57-6J_KDN_BSL_0days_Rep9_B19","Mmus_C57-6J_KDN_FLT_25days_Rep1_F1","Mmus_C57-6J_KDN_FLT_25days_Rep2_F5","Mmus_C57-6J_KDN_FLT_25days_Rep3_F9","Mmus_C57-6J_KDN_FLT_25days_Rep4_F13","Mmus_C57-6J_KDN_FLT_25days_Rep5_F17","Mmus_C57-6J_KDN_FLT_75days_Rep1_F3","Mmus_C57-6J_KDN_FLT_75days_Rep2_F7","Mmus_C57-6J_KDN_FLT_75days_Rep3_F11","Mmus_C57-6J_KDN_FLT_75days_Rep4_F15","Mmus_C57-6J_KDN_FLT_75days_Rep5_F19","Mmus_C57-6J_KDN_GC_25days_Rep1_G1","Mmus_C57-6J_KDN_GC_25days_Rep2_G5","Mmus_C57-6J_KDN_GC_25days_Rep3_G9","Mmus_C57-6J_KDN_GC_25days_Rep4_G13","Mmus_C57-6J_KDN_GC_25days_Rep5_G17","Mmus_C57-6J_KDN_GC_75days_Rep1_G3","Mmus_C57-6J_KDN_GC_75days_Rep2_G7","Mmus_C57-6J_KDN_GC_75days_Rep3_G15","Mmus_C57-6J_KDN_GC_75days_Rep4_G19","Mmus_C57-6J_KDN_VIV_25days_Rep1_V1","Mmus_C57-6J_KDN_VIV_25days_Rep2_V5","Mmus_C57-6J_KDN_VIV_25days_Rep3_V9","Mmus_C57-6J_KDN_VIV_25days_Rep4_V13","Mmus_C57-6J_KDN_VIV_25days_Rep5_V17","Mmus_C57-6J_KDN_VIV_75days_Rep1_V3","Mmus_C57-6J_KDN_VIV_75days_Rep2_V7","Mmus_C57-6J_KDN_VIV_75days_Rep3_V11","Mmus_C57-6J_KDN_VIV_75days_Rep4_V15","Mmus_C57-6J_KDN_VIV_75days_Rep5_V19"
"ENSMUSG00000000001",6259.20720067438,6556.36469888379,4683.47494155923,5782.24017013497,6127.25422205928,6518.35626653295,14402.3537511712,12323.0655687162,7852.60251738782,6049.64635238952,4889.47723311726,5560.29910874467,9107.3934728739,11631.5651839676,5812.80648152457,5055.22146376734,14698.5963452222,7216.74410055437,6132.32595371313,5933.45333372832,5332.39035877532,6217.42514033932,18028.6838588891,14894.4395567165,5601.7338843588,6229.32480156161,14920.9117130023,13963.1848021222,11551.5503442232,5928.3353918827,5511.68887518354,5857.7327233077,12763.4182376943,11345.7904943104,6276.82670159158,5879.00704936055,6628.83411168588,13456.6779343314,13266.8378460347,4463.61534161589,5046.96036290921,4653.59166834033,5338.61307892593,5693.02766502808,14421.0264882657,11836.8633154816,5743.08296001473,6166.79069273488,5349.78393299601,4512.654660128,5067.71411166098,12308.9645039321,11424.7073410917,4999.52296656131,5844.62858557075,5143.43241055421,9783.86797142905,10466.6409438198,5559.87558278115,4578.45056938752,5512.56588233394,14740.2173343991,5440.07940418208,9035.29241437102,5208.28581728335,4496.47677109484,13511.2000533514,5266.91184260997,5314.71484508415,5689.68340660027,11147.9840546132,11726.6634514418,6193.8354556908,5136.87117436858,5950.55801377463,14576.7115621888,11927.3371717649
"ENSMUSG00000000028",58.5134230928781,64.5648863738186,57.1732280555954,71.1859390920354,65.0045444884921,111.027958511373,50.5987085828338,47.8327517321853,100.889049450559,82.989201220512,98.1548922851851,104.856208190379,64.3297016259175,64.756823213005,94.3956257376891,112.222107716223,49.3406942998707,134.541447629252,71.4666606536147,130.781390549767,94.0085017239353,82.4269300257419,53.5556911106352,53.8886989551535,74.6435151898616,81.9977646028691,41.7196042371117,35.1280331943809,61.5117489769028,123.234746709984,97.4818281677073,112.79752481599,84.1722658227118,83.367831536894,80.4816220412985,99.7386751686392,84.8775164411493,57.2874592792812,73.3108074059666,82.7484273508666,74.4514962978794,60.3891617882015,74.1080958630866,89.347038752547,61.3721449234937,41.2486619500294,65.4810546283036,76.3301971878639,88.4880255588954,70.7272725513771,63.5941734448613,44.7396870785437,69.0036437666163,97.8696922286177,98.4358543009548,90.7536812448397,38.7310398509655,42.4887923355534,91.1114986543766,66.7999467984124,84.4459628244481,79.8581123563368,70.6405561368994,78.0360334073039,82.8007872009696,64.0502560668017,54.1565315553264,85.4434037949116,74.2503349469715,132.771761967395,96.172753069872,58.6677631347148,96.513945880242,85.643403796878,87.4346175126336,68.1379164793595,82.3466743999606
"ENSMUSG00000000031",13.3675747864912,19.2584033570188,11.8051046869147,17.6081455883794,15.0326053877072,14.9810138554035,10.3896666660661,20.7914140453976,10.5100827479989,6.65115101478844,7.1318701562223,8.06582185972105,22.0786433144503,8.44833485434966,17.3093652638983,14.3948806435933,8.5840426542019,25.5557167888935,15.9700661361113,27.1108508553419,12.6079564604853,10.3945452703853,0,8.32231035631177,23.2639286112414,6.04606124323346,6.38600355165927,15.0563827201971,13.5634072750423,14.5310298503955,9.57529432113501,14.2371602966703,4.56772450551495,16.6581457464506,7.83160067007636,12.8574747133563,6.27309858804517,8.32482529662999,37.2619376131192,7.14923391485302,2.69773718333161,5.40423039165735,48.4243649460548,3.5450490995191,18.702988668543,5.46333718774915,6.16883758944415,8.18812301206119,20.9551340683566,1.64286423423716,7.17928585706439,0,1.94068336820781,22.2250403659008,13.2026947007654,7.79408097232734,0,0,19.5266041263602,18.5025076142292,5.27628570489611,5.53310608840828,13.9511662959309,4.50602390686057,8.69421747449662,14.6321773654355,35.7304445421666,14.1674166909392,4.70415478368223,6.92473590996226,16.2320033460117,3.08449654922155,0,6.8138649393534,10.3050227564471,0,14.0990279963563
"ENSMUSG00000000037",65.0649475236938,105.515361670058,68.3892531770021,101.189773268976,78.2864527243273,60.7245614587004,292.494908571434,233.392466146982,54.0777025857913,57.010472523317,77.2338509515993,70.7104677764214,274.307223857294,242.549160248006,67.1565863953948,23.5202030481418,151.038788477271,146.223819087351,61.4366862202487,70.5035179201623,72.9020189005234,134.715380411682,404.390036985192,223.789342196416,77.4883878918318,103.104250140028,231.642699894091,116.854571960139,199.389461367478,63.5095681455096,72.5381572440407,81.8809440593509,293.74260087703,161.097554145512,62.6522943460723,39.4422618076845,82.9330918212635,145.491725760227,153.558178450174,18.0668214066158,28.4880648674169,11.0107867084388,21.5671416519551,15.3247376321972,27.1022209202683,26.5457175158413,22.0574404187205,14.7294182233753,26.9472881804054,21.2124460039834,19.6170492866978,63.5736334930884,55.5047844684268,14.9879787608689,69.827800175774,21.8253476831675,121.38847446107,57.9834628812366,15.1819816302938,10.9362012621785,17.1252881409802,20.5577079072386,24.2815468955112,26.6971201620222,10.7919427464406,40.351737604579,52.2681848294218,30.2771367091262,22.5792613231364,27.5774551351816,74.925766939237,33.9831243229911,18.5075653470651,53.5746032733421,31.5894549465735,56.9050107364107,38.0773034011936
"ENSMUSG00000000049",5.14403819315368,1.47681967775946,17.2925802661636,0.763723917704477,0,1.41147794945502,3.17607622413043,17.2820904319398,6.71755229186402,1.32470995077618,1.38249529844181,11.4443779190806,2.48208807737094,1.75227198513663,3.22073993521944,3.97376065898229,3.52069491170588,1.72008812881923,0,4.58186648868071,1.44163523618929,3.09235137375447,2.40502195950195,2.26176340415764,2.11157938584091,3.51897138465694,6.49358401258576,6.61555575318626,0.938662439106407,1.79724651798004,1.38128256398771,2.45086952113741,0.855027274819173,7.3357796547116,0.71551716017975,1.09661392277064,1.40254800365918,2.28862310682035,10.1648027395528,2.77234411711488,4.93784076099656,0.822744644262992,8.97216724209563,5.72271718048034,2.49808147498189,3.69947738437867,5.51016609844597,2.64215877325808,4.01981062525375,3.18211376202788,5.8611812971214,0,3.62854275452536,8.73799966849592,8.81585362514121,0,3.84172559605219,5.39732243806522,0.62161847156772,2.16864546926158,17.5893353633405,0,3.74525653505227,0,2.72286821070993,1.97829998049101,26.1105580128327,6.96873892143676,0.662487859321613,5.64501291615003,3.42578248235226,8.66785061726245,5.89668708667586,2.61874564722495,1.82933248295109,0,1.06641711752548
"ENSMUSG00000000056",2894.53238275136,2758.05447741121,2340.48476978653,3184.46494663098,2874.0914001632,2691.66245570987,2759.78409015857,2586.19140579739,2951.16667061954,2734.20301395099,2706.83211800045,2805.07973584816,2790.62323253906,2696.71956593346,2466.81610574992,2398.53407641603,2594.38281715592,2753.29742394108,2718.79378764441,2111.5604212389,2572.03416111328,2884.41736998787,2972.63149769623,2888.95597562057,2653.89830764768,3216.74386550758,2964.27415523906,2999.28023777535,2634.68390729928,2475.56523969305,3365.98912192328,2760.15575705765,2759.90857817477,2546.26086644227,2977.91275335916,3258.70268928822,2941.34915023711,2765.82663990732,2802.80828882431,2301.3599034976,2686.26709679421,2706.97958085238,2434.26334642097,3105.44009174991,2817.52257303052,2067.16640586723,2519.16052312261,2868.19459426173,1954.55534775287,2148.30130183083,2301.39092748569,2091.88061430392,2546.00698973801,2134.31668431043,2974.85703206483,1888.06809014697,1925.09426112851,1781.18827797503,2235.12415854928,2339.79893076478,2339.16662699198,1900.21143573609,2421.98805275466,2373.62649137264,2821.19417431171,2620.29122626349,1834.35857387908,1899.94410580462,2817.01135863509,2189.73522580804,2335.47377236488,2154.22102961641,2440.75033518744,2609.22269493491,2380.67354641843,2138.07159433064,2053.68701554479
"ENSMUSG00000000058",2874.21311428258,3586.25428104035,2042.95978346235,2860.50880465258,3013.21744967881,3788.61299882501,7329.57293406075,6389.90930577678,3824.68563745252,2767.16298415123,2732.13482871645,2593.96061957396,3273.17435896664,6177.42365780098,3502.32948823287,2735.80780379721,7865.46201018391,3407.06554414997,3087.36913155505,3581.91194739529,2470.64943723543,3295.16945049657,12783.5769926683,9698.54344874451,3331.4604859309,2934.11804262954,7871.46515308215,6978.01968142582,6371.69352342185,3195.91506000409,2627.10721854062,2806.13581128394,5592.54264034274,4214.64874055863,3366.63111029149,2649.43490140504,3611.18723025882,6433.42731096514,6020.93914170914,2394.08347863573,2867.02203258599,2509.02411414773,3182.49403942347,2489.99210120587,5914.68160417791,5080.40817374601,3019.07029617694,2909.03662214829,2871.73217353662,2299.57952517888,2367.35061110111,8138.76187640311,3740.92265408742,2688.74342228495,3046.99087464434,2564.41544873918,4198.38672876983,5271.67860213999,2458.12450140751,1894.64155647086,2839.7509641845,10322.8780492749,2108.6651306832,4162.83653423473,2544.47797791844,2271.01343438804,6997.50584497988,2837.42435581558,2134.28715725431,2846.50873192466,4322.00721711959,4143.15566127273,2680.35057061772,2356.69821745024,2490.97262056809,9946.95523674203,6348.66001545099
"ENSMUSG00000000078",2264.98423315671,2241.85674297783,1788.08000625803,1976.84792259553,2304.48604471101,2594.30405349741,4651.52939521826,4306.70526966675,2704.25143010176,2308.55560594586,2426.94908434604,2775.8615537531,4497.12839091716,4743.51849324248,2542.45385553127,2667.06188719665,4810.76516072992,2972.53116400759,2404.41994076884,2769.28000853764,2138.27793814721,2737.33131441608,6849.36009789736,5882.61197042918,2243.72481750036,2186.985380262,4919.29410825313,4491.22434846882,3879.02471886804,2878.28917668292,2809.30144238649,2948.66322844856,4645.17194521647,4654.76734888582,2288.33908615304,2596.28874825539,2861.93467778221,4278.4111459351,3702.70065335643,2209.14360633603,2544.265626916,2497.18718918468,2749.91797742465,2312.1026511599,5092.98503064701,3101.55100533394,2641.16450823915,2553.13422341095,2326.94943644073,2436.62176684004,2481.52669271506,4891.4381287153,4790.02428637683,2575.5781737605,2456.47108095243,3136.79708310702,3288.81768128263,4830.04624564849,2239.47025030849,2310.34019898336,2977.22750683475,5263.30776379886,2209.96102720049,3783.09694168338,2485.0758271238,2442.42887558288,4674.09469124634,2535.40316557181,2517.97765529773,3100.41670416151,3937.67164657784,3879.61661690655,2924.53712287544,2902.48810139389,2995.25034252438,5028.59146963215,4643.26312249365
"ENSMUSG00000000085",752.457372121988,570.788920228733,793.755113107221,621.316182177814,832.793437144892,628.430853506556,409.087698402114,431.361004741481,540.460330543625,717.5537191972,809.444358377719,729.361082931146,449.235628022302,570.914216792518,747.568558912683,706.536331892469,385.049985462932,542.530108701604,725.058815037204,659.881409748091,735.198966351754,666.749572238398,406.773690636276,433.8282538768,794.970234069879,714.445588976781,430.690794563384,501.204677943391,484.931561629483,712.761040642632,734.847922425944,716.61480740565,358.156032278038,511.13011758607,752.687614924618,635.677323877742,658.159881146681,421.768341784778,389.218473500308,843.021167968944,660.498519392467,780.330138693035,575.438330300594,645.164703399826,437.850962500909,530.927281151717,642.328525339696,714.621350927662,632.314834131307,751.745327220976,767.804031285839,448.200493279449,431.296663440928,696.678296734626,916.278306519534,786.487224354112,428.03096940287,640.717276418885,797.833665217996,796.010648383826,665.409511278506,401.145010341154,825.460744120473,500.558013564045,658.504830404531,866.490625882399,436.51287168157,651.228520409753,815.692145835445,646.718241847133,458.613632469056,378.56889732284,757.683855709828,627.489266696781,758.269573727831,447.472426320496,307.17482908128
"ENSMUSG00000000088",8990.6579495427,10246.7750478237,6907.00493916349,9594.6667657106,7727.58629181543,10065.7754016007,15170.3459689493,15196.434822724,11446.7407652588,8385.70946765953,6888.16290791763,7209.90196842822,13073.5713723225,12443.1888484687,8507.69831656306,8444.44637850982,15707.1541755374,5865.77035011365,6938.43638833475,7714.47128824377,7778.13520681468,9093.23715499557,15458.1419572352,13762.2906975772,9296.69637522363,9585.97195315265,15200.9325943276,16267.7083999821,14337.7594576022,7475.00927156755,7431.85822022785,7261.62595445449,15776.5281547858,13948.0797551699,8539.72812709708,9452.78257832848,8193.41601221961,14775.4080788337,15264.6941873492,6999.88337912851,11570.3491704064,10100.5167412835,9147.44408078855,9223.70145746703,20320.3298589516,15897.6563856558,11973.3750846073,10771.9373307736,8211.35086031107,9405.22031736642,8204.33261541695,17335.7043064366,14406.7507058976,8238.15311262176,8385.62587896185,6407.52807168014,12738.759102895,10092.6442405092,8325.87483460102,7619.96998317103,9436.67180756486,18197.7975910028,8419.11101266827,15367.4761141217,9217.50352177687,8254.76544473788,15452.3619732394,7157.6175721981,8170.93821997793,7213.80816038631,14125.359655652,20656.0222634871,8326.31053960445,7563.00240814394,8351.81735869546,14740.1625967775,18861.7740823918
